Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"European Equities"
"13 Dec 2023"
"All datapoints provided as of end of last active trading day."
1000MERCIS;FR0010285965;ALMIL;"Euronext Growth Paris";EUR;23.40;23.60;23.40;23.60;"12/12/2023 14:48";CET;49;1151.60;23.60;12/12/2023
2CRSI;FR0013341781;AL2SI;"Euronext Growth Paris";EUR;1.965;2.16;1.93;1.98;"12/12/2023 17:35";CET;110118;224344.08;1.98;12/12/2023
"A.S.T. GROUPE";FR0000076887;ALAST;"Euronext Growth Paris";EUR;0.742;0.76;0.71;0.76;"12/12/2023 16:49";CET;3945;2861.81;0.76;12/12/2023
"AB SCIENCE";FR0010557264;AB;"Euronext Paris";EUR;3.065;3.065;2.955;2.97;"12/12/2023 17:35";CET;38957;116764.79;2.97;12/12/2023
"ABC ARBITRAGE";FR0004040608;ABCA;"Euronext Paris";EUR;4.95;4.95;4.84;4.84;"12/12/2023 18:20";CET;56131;273917.16;4.84;12/12/2023
ABEO;FR0013185857;ABEO;"Euronext Paris";EUR;14.60;14.70;14.50;14.70;"12/12/2023 17:35";CET;364;5307.20;14.70;12/12/2023
"ABIONYX PHARMA";FR0012616852;ABNX;"Euronext Paris";EUR;1.39;1.40;1.352;1.38;"12/12/2023 17:37";CET;51993;71827.50;1.38;12/12/2023
ABIVAX;FR0012333284;ABVX;"Euronext Paris";EUR;9.52;9.56;9.22;9.50;"12/12/2023 17:35";CET;29797;280470.84;9.50;12/12/2023
"ABL Diagnostics";FR001400AHX6;ABLD;"Euronext Paris";EUR;9.70;9.70;9.70;9.70;"13/10/2023 11:30";CET;15;145.50;9.70;12/12/2023
"ABO GROUP";BE0974278104;ABO;"Euronext Brussels, Paris";EUR;5.60;5.70;5.60;5.70;"12/12/2023 09:19";CET;208;1168.40;5.70;12/12/2023
"ACANTHE DEV.";FR0000064602;ACAN;"Euronext Paris";EUR;0.372;0.38;0.37;0.38;"12/12/2023 16:54";CET;26926;10057.31;0.38;12/12/2023
ACCOR;FR0000120404;AC;"Euronext Paris";EUR;34.94;35.47;34.87;35.24;"12/12/2023 17:35";CET;940987;33184343.89;35.24;12/12/2023
ACHETER-LOUER.FR;FR001400JAP8;ALALO;"Euronext Growth Paris";EUR;0.035;0.035;0.03;0.03;"12/12/2023 17:35";CET;148124;4717.90;0.03;12/12/2023
ACTEOS;FR0000076861;EOS;"Euronext Paris";EUR;1.23;1.23;1.18;1.23;"12/12/2023 17:03";CET;1669;1993.97;1.23;12/12/2023
"ACTIA GROUP";FR0000076655;ALATI;"Euronext Growth Paris";EUR;3.94;4.00;3.80;3.84;"12/12/2023 17:13";CET;13261;51555.83;3.84;12/12/2023
"ACTICOR BIOTECH";FR0014005OJ5;ALACT;"Euronext Growth Paris";EUR;2.90;2.98;2.87;2.87;"12/12/2023 16:19";CET;2213;6426.45;2.87;12/12/2023
"ACTIVIUM GROUP";FR0010979377;MLACT;"Euronext Access Paris";EUR;1.55;1.55;1.55;1.55;"12/12/2023 16:30";CET;9;13.95;1.55;12/12/2023
"ADC SIIC";BE0974269012;ALDV;"Euronext Paris";EUR;0.075;0.075;0.07;0.07;"11/12/2023 16:30";CET;10400;750.00;0.07;12/12/2023
ADEUNIS;FR0013284627;ALARF;"Euronext Growth Paris";EUR;0.215;0.236;0.215;0.227;"12/12/2023 16:47";CET;8437;1843.60;0.227;12/12/2023
ADOCIA;FR0011184241;ADOC;"Euronext Paris";EUR;8.20;8.36;7.81;7.94;"12/12/2023 17:35";CET;109818;879100.13;7.94;12/12/2023
ADOMOS;FR001400JAL7;ALADO;"Euronext Growth Paris";EUR;0.0405;0.0405;0.0362;0.0404;"12/12/2023 17:35";CET;240589;9409.92;0.0404;12/12/2023
ADP;FR0010340141;ADP;"Euronext Paris";EUR;116.60;117.50;116.10;117.50;"12/12/2023 17:35";CET;81563;9564576.80;117.50;12/12/2023
ADUX;FR0012821890;ADUX;"Euronext Paris, Amsterdam";EUR;1.19;1.19;1.145;1.145;"12/12/2023 17:35";CET;1645;1888.07;1.145;12/12/2023
ADVICENNE;FR0013296746;ALDVI;"Euronext Growth Paris";EUR;1.892;1.90;1.846;1.89;"12/12/2023 16:27";CET;5928;11162.80;1.89;12/12/2023
ADVINI;FR0000053043;ALAVI;"Euronext Growth Paris";EUR;16.40;16.40;16.20;16.20;"12/12/2023 12:49";CET;366;5932.00;16.20;12/12/2023
"AELIS FARMA";FR0014007ZB4;AELIS;"Euronext Paris";EUR;13.35;13.35;13.35;13.35;"12/12/2023 10:57";CET;21;280.35;13.35;12/12/2023
"AERKOMM INC";US00774B2088;AKOM;"Euronext Paris";EUR;2.22;2.22;2.22;2.22;"08/12/2023 11:45";CET;30;66.60;2.22;12/12/2023
"AFFLUENT MED BSAR";FR001400FL38;AFMBS;"Euronext Paris";EUR;0.0004;0.0004;0.0004;0.0004;"11/12/2023 15:25";CET;18;-;0.0004;12/12/2023
"AFFLUENT MEDICAL";FR0013333077;AFME;"Euronext Paris";EUR;1.24;1.245;1.23;1.235;"12/12/2023 16:25";CET;10442;12882.90;1.235;12/12/2023
AFYREN;FR0014005AC9;ALAFY;"Euronext Growth Paris";EUR;2.14;2.20;2.11;2.11;"12/12/2023 17:35";CET;14845;32174.54;2.11;12/12/2023
AG3I;FR0011908045;MLAGI;"Euronext Access Paris";EUR;0.35;0.35;0.35;0.35;"16/06/2023 16:30";CET;40;14.00;0.35;12/12/2023
"AGENCE AUTO";FR0014005WE9;MLAA;"Euronext Access Paris";EUR;4.20;4.20;4.20;4.20;"29/11/2023 11:30";CET;3;12.60;4.20;12/12/2023
"AGP MALAGA SOCIMI";ES0105478004;MLAGP;"Euronext Access Paris";EUR;3.00;3.00;3.00;3.00;"21/11/2023 11:30";CET;13440;40320.00;3.00;12/12/2023
AGRIPOWER;FR0013452281;ALAGP;"Euronext Growth Paris";EUR;1.40;1.40;1.30;1.40;"12/12/2023 17:37";CET;14487;19447.87;1.40;12/12/2023
AGROGENERATION;FR0010641449;ALAGR;"Euronext Growth Paris";EUR;0.0299;0.0309;0.0269;0.0309;"12/12/2023 16:07";CET;54840;1689.28;0.0309;12/12/2023
"AIR FRANCE -KLM";FR001400J770;AF;"Euronext Paris, Amsterdam";EUR;12.216;12.60;12.172;12.60;"12/12/2023 17:35";CET;2265763;28316912.42;12.60;12/12/2023
"AIR LIQUIDE";FR0000120073;AI;"Euronext Paris";EUR;176.60;178.64;176.50;178.30;"12/12/2023 17:35";CET;641621;114227143.58;178.30;12/12/2023
AIRBUS;NL0000235190;AIR;"Euronext Paris";EUR;141.92;142.80;140.20;142.68;"12/12/2023 17:35";CET;1127503;160093552.66;142.68;12/12/2023
AIRWELL;FR0014003V77;ALAIR;"Euronext Growth Paris";EUR;3.88;3.88;3.76;3.88;"12/12/2023 14:21";CET;1967;7500.84;3.88;12/12/2023
AKWEL;FR0000053027;AKW;"Euronext Paris";EUR;15.20;15.42;15.20;15.22;"12/12/2023 17:35";CET;3724;56892.40;15.22;12/12/2023
"ALAN ALLMAN";FR0000062465;AAA;"Euronext Paris";EUR;8.80;8.80;8.60;8.60;"12/12/2023 16:14";CET;651;5610.50;8.60;12/12/2023
ALCHIMIE;FR0014000JX7;ALCHI;"Euronext Growth Paris";EUR;1.08;1.09;0.996;1.01;"12/12/2023 15:45";CET;24957;25154.74;1.01;12/12/2023
ALD;FR0013258662;ALD;"Euronext Paris";EUR;6.60;6.615;6.455;6.455;"12/12/2023 17:35";CET;616529;4023290.61;6.455;12/12/2023
ALGREEN;FR001400IV58;ALGRE;"Euronext Growth Paris";EUR;0.0078;0.0083;0.0054;0.0054;"12/12/2023 17:35";CET;990998;6850.95;0.0054;12/12/2023
"ALPES (COMPAGNIE)";FR0000053324;CDA;"Euronext Paris";EUR;13.88;14.02;13.88;14.00;"12/12/2023 17:35";CET;28946;404106.40;14.00;12/12/2023
"ALPHA MOS";FR0013421286;ALNEO;"Euronext Growth Paris";EUR;1.00;1.169;1.00;1.159;"12/12/2023 17:00";CET;3337;3576.55;1.159;12/12/2023
ALSTOM;FR0010220475;ALO;"Euronext Paris";EUR;11.40;11.40;11.075;11.08;"12/12/2023 18:20";CET;2331552;27158668.42;11.08;12/12/2023
ALTAMIR;FR0000053837;LTA;"Euronext Paris";EUR;23.60;23.90;23.60;23.60;"12/12/2023 17:15";CET;15263;362003.40;23.60;12/12/2023
ALTAREA;FR0000033219;ALTA;"Euronext Paris";EUR;70.80;71.50;70.00;70.00;"12/12/2023 18:20";CET;9156;643077.20;70.00;12/12/2023
ALTAREIT;FR0000039216;AREIT;"Euronext Paris";EUR;442.00;442.00;442.00;442.00;"12/12/2023 09:00";CET;1;442.00;442.00;12/12/2023
ALTEN;FR0000071946;ATE;"Euronext Paris";EUR;127.80;127.80;126.20;127.20;"12/12/2023 17:35";CET;33277;4228757.10;127.20;12/12/2023
ALTHEORA;FR0000061244;ALORA;"Euronext Growth Paris";EUR;0.65;0.65;0.61;0.624;"12/12/2023 16:38";CET;6699;4165.39;0.624;12/12/2023
"ALTUR INVEST.";FR0010395681;ALTUR;"Euronext Paris";EUR;11.00;11.00;11.00;11.00;"12/12/2023 13:58";CET;82;902.00;11.00;12/12/2023
ALVEEN;FR0013253812;MLALV;"Euronext Access Paris";EUR;0.08;0.08;0.08;0.08;"20/11/2023 11:30";CET;1;0.08;0.08;12/12/2023
"AMA CORPORATION";GB00BNKGZC51;ALAMA;"Euronext Growth Paris";EUR;0.225;0.225;0.225;0.225;"12/12/2023 09:00";CET;1;0.23;0.225;12/12/2023
"AMATHEON AGRI";NL0010273694;MLAAH;"Euronext Access Paris";EUR;0.09;0.09;0.09;0.09;"12/12/2023 11:30";CET;150;13.50;0.09;12/12/2023
AMOEBA;FR0011051598;ALMIB;"Euronext Growth Paris";EUR;0.402;0.412;0.402;0.41;"12/12/2023 17:20";CET;108596;44345.12;0.41;12/12/2023
"AMPLITUDE SURGICAL";FR0012789667;AMPLI;"Euronext Paris";EUR;3.24;3.24;3.22;3.22;"12/12/2023 17:35";CET;46;148.14;3.22;12/12/2023
AMUNDI;FR0004125920;AMUN;"Euronext Paris";EUR;57.80;57.80;56.95;57.20;"12/12/2023 17:35";CET;119821;6860329.00;57.20;12/12/2023
"ANTIN INFRA PARTN";FR0014005AL0;ANTIN;"Euronext Paris";EUR;12.01;12.01;10.89;10.89;"12/12/2023 17:35";CET;54949;615455.99;10.89;12/12/2023
APERAM;LU0569974404;APAM;"Euronext Amsterdam, Brussels, Paris";EUR;31.25;31.64;30.62;30.91;"12/12/2023 17:37";CET;190776;5931901.30;30.91;12/12/2023
"APODACA INVERSIONE";ES0105658001;MLASO;"Euronext Access Paris";EUR;70.00;70.00;70.00;70.00;"07/11/2022 00:00";CET;-;-;70.00;12/12/2023
AQUILA;FR0010340711;ALAQU;"Euronext Growth Paris";EUR;3.72;3.72;3.72;3.72;"11/12/2023 11:30";CET;20;74.40;3.72;12/12/2023
"ARAMIS GROUP";FR0014003U94;ARAMI;"Euronext Paris";EUR;4.20;4.20;4.10;4.15;"12/12/2023 17:35";CET;17137;70871.58;4.15;12/12/2023
"ARCELORMITTAL SA";LU1598757687;MT;"Euronext Amsterdam, Paris";EUR;24.225;24.715;23.885;23.965;"12/12/2023 17:35";CET;2884193;69741576.03;23.965;12/12/2023
ARCHOS;FR001400KO61;ALJXR;"Euronext Growth Paris";EUR;1.13;1.13;0.97;1.00;"12/12/2023 17:35";CET;78233;79388.60;1.00;12/12/2023
ARCURE;FR0013398997;ALCUR;"Euronext Growth Paris";EUR;2.14;2.14;2.08;2.08;"12/12/2023 17:35";CET;10518;22113.81;2.08;12/12/2023
"ARDOIN ST AMAND A";FR0005057635;MLARD;"Euronext Access Paris";EUR;200.00;200.00;200.00;200.00;"16/10/2023 16:50";CET;30;6000.00;200.00;12/12/2023
"ARDOIN ST AMAND B";FR0004070795;ARDO;"Euronext Access Paris";EUR;72.00;72.00;72.00;72.00;"03/08/2020 16:30";CET;2;144.00;72.00;12/12/2023
"AREF THALASSA";ES0105661005;MLARE;"Euronext Access Paris";EUR;8.75;8.75;8.75;8.75;"17/11/2022 00:00";CET;-;-;8.75;12/12/2023
ARGAN;FR0010481960;ARG;"Euronext Paris";EUR;77.90;78.70;76.70;76.70;"12/12/2023 17:35";CET;15362;1185981.10;76.70;12/12/2023
"ARIMELIA ITG";ES0105601001;MLARI;"Euronext Access Paris";EUR;2.97;2.97;2.97;2.97;"17/09/2021 00:00";CET;-;-;2.98;12/12/2023
ARKEMA;FR0010313833;AKE;"Euronext Paris";EUR;91.44;92.72;91.22;91.32;"12/12/2023 17:35";CET;156523;14330893.22;91.32;12/12/2023
"AROCA DEL PINAR";ES0105486007;MLARO;"Euronext Access Paris";EUR;14.60;14.60;14.60;14.60;"16/08/2020 00:00";CET;-;-;12.70;12/12/2023
ARTEA;FR0012185536;ARTE;"Euronext Paris";EUR;15.90;16.00;15.90;16.00;"12/12/2023 11:11";CET;101;1615.90;16.00;12/12/2023
"ARTMARKET COM";FR0000074783;PRC;"Euronext Paris";EUR;5.28;5.43;5.27;5.38;"12/12/2023 17:35";CET;3013;16129.48;5.38;12/12/2023
"ARTOIS NOM.";FR0000076952;ARTO;"Euronext Paris";EUR;4860.00;4860.00;4860.00;4860.00;"12/12/2023 17:20";CET;5;24300.00;4860.00;12/12/2023
"ARVERNE GROUP";FR001400JWR8;ARVEN;"Euronext Paris";EUR;9.273;9.308;9.273;9.308;"12/12/2023 15:49";CET;574;5336.27;9.308;12/12/2023
"ARVERNE WARRANT";FR0014003AC4;ARVBS;"Euronext Paris";EUR;0.05;0.05;0.04;0.04;"08/12/2023 17:35";CET;447739;20409.56;0.04;12/12/2023
"ASHLER ET MANSON";FR0012968485;MLAEM;"Euronext Access Paris";EUR;3.20;3.20;3.20;3.20;"29/11/2023 11:30";CET;40;128.00;3.20;12/12/2023
ASSYSTEM;FR0000074148;ASY;"Euronext Paris";EUR;45.10;45.10;43.50;43.70;"12/12/2023 17:36";CET;4961;218682.50;43.70;12/12/2023
"ASTICKSO XXI";ES0105708004;MLAST;"Euronext Access Paris";EUR;9.85;9.85;9.85;9.85;"20/07/2023 00:00";CET;-;-;9.85;12/12/2023
ATARI;FR0010478248;ALATA;"Euronext Growth Paris";EUR;0.1112;0.114;0.1104;0.1138;"12/12/2023 17:27";CET;183995;20524.17;0.1138;12/12/2023
ATEME;FR0011992700;ATEME;"Euronext Paris";EUR;6.48;6.48;6.34;6.38;"12/12/2023 14:19";CET;3588;22772.22;6.38;12/12/2023
ATLAND;FR0013455482;ATLD;"Euronext Paris";EUR;38.80;39.00;38.80;38.80;"12/12/2023 13:30";CET;40;1554.40;38.80;12/12/2023
ATOS;FR0000051732;ATO;"Euronext Paris";EUR;6.336;6.534;6.272;6.312;"12/12/2023 18:20";CET;1510708;9666987.05;6.312;12/12/2023
AUBAY;FR0000063737;AUB;"Euronext Paris";EUR;38.35;38.50;38.00;38.10;"12/12/2023 17:35";CET;6605;252450.20;38.10;12/12/2023
AUDACIA;FR00140059B5;ALAUD;"Euronext Growth Paris";EUR;5.12;5.14;5.10;5.14;"12/12/2023 15:33";CET;147;750.56;5.14;12/12/2023
"AUDIENCE LABS";FR0011896463;MLAUD;"Euronext Access Paris";EUR;2.00;2.00;2.00;2.00;"26/05/2022 14:02";CET;210;420.00;2.00;12/12/2023
"AUGROS COSMETICS";FR0000061780;AUGR;"Euronext Paris";EUR;6.90;6.90;6.90;6.90;"11/12/2023 11:30";CET;50;345.00;6.90;12/12/2023
"AUPLATA MINING GR";FR0013410370;ALAMG;"Euronext Growth Paris";EUR;0.0015;0.0015;0.0013;0.0014;"03/07/2023 17:35";CET;20652616;29476.33;0.0014;12/12/2023
AUREA;FR0000039232;AURE;"Euronext Paris";EUR;5.00;5.00;4.52;4.70;"12/12/2023 16:34";CET;5887;27937.81;4.70;12/12/2023
"AURES TECHNOLOGIES";FR0013183589;ALAUR;"Euronext Growth Paris";EUR;2.00;2.01;1.85;1.90;"12/12/2023 16:45";CET;1864;3654.83;1.90;12/12/2023
"AVENIR TELECOM";FR001400CFI7;AVT;"Euronext Paris";EUR;0.12;0.1222;0.1144;0.1156;"12/12/2023 17:35";CET;140042;16448.97;0.1156;12/12/2023
AXA;FR0000120628;CS;"Euronext Paris";EUR;30.12;30.185;29.90;30.07;"12/12/2023 17:35";CET;3087520;92775774.94;30.07;12/12/2023
"AXWAY SOFTWARE";FR0011040500;AXW;"Euronext Paris";EUR;25.10;26.00;24.50;25.50;"12/12/2023 17:35";CET;4015;101973.40;25.50;12/12/2023
"AZ LEASING";IT0004812258;MLAZL;"Euronext Access Paris";EUR;0.625;0.625;0.625;0.625;"13/10/2023 16:30";CET;1;0.63;0.625;12/12/2023
"AZOREAN TECH";PTAZR0AM0006;MLAAT;"Euronext Access Paris";EUR;0.051;0.051;0.051;0.051;"12/12/2023 16:30";CET;1500;76.50;0.051;12/12/2023
BAIKOWSKI;FR0013384369;ALBKK;"Euronext Growth Paris";EUR;17.20;17.40;17.20;17.40;"12/12/2023 15:06";CET;17;295.60;17.40;12/12/2023
"BAINS MER MONACO";MC0000031187;BAIN;"Euronext Paris";EUR;103.50;104.50;103.50;103.50;"12/12/2023 17:35";CET;683;70838.00;103.50;12/12/2023
BALYO;FR0013258399;BALYO;"Euronext Paris";EUR;0.781;0.819;0.781;0.80;"12/12/2023 17:35";CET;20661;16569.24;0.80;12/12/2023
"BARBARA BUI";FR0000062788;BUI;"Euronext Paris";EUR;8.00;8.00;8.00;8.00;"07/12/2023 16:30";CET;10;80.00;8.00;12/12/2023
"BARINGS CORE SPAIN";ES0105362000;MLBAR;"Euronext Access Paris";EUR;1.50;1.50;1.50;1.50;"18/09/2018 00:00";CET;-;-;1.20;12/12/2023
BASSAC;FR0004023208;BASS;"Euronext Paris";EUR;42.50;42.60;42.50;42.50;"12/12/2023 17:35";CET;303;12884.00;42.50;12/12/2023
"BASTIDE LE CONFORT";FR0000035370;BLC;"Euronext Paris";EUR;25.10;25.40;25.00;25.20;"12/12/2023 17:35";CET;2299;57903.10;25.20;12/12/2023
"BATLA MINERALS";FR0010436170;MLBAT;"Euronext Access Paris";EUR;0.20;0.20;0.20;0.20;"04/10/2023 11:30";CET;300;60.00;0.20;12/12/2023
"BD MULTI MEDIA";FR0000035305;ALBDM;"Euronext Growth Paris";EUR;1.076;1.168;1.076;1.132;"12/12/2023 16:59";CET;2367;2611.56;1.132;12/12/2023
BEACONSMIND;CH0451123589;MLBMD;"Euronext Access Paris";EUR;8.00;8.00;8.00;8.00;"29/06/2023 16:30";CET;38;304.00;8.00;12/12/2023
"BEBO HEALTH";CH1148983609;MLBBO;"Euronext Access Paris";EUR;4.50;4.50;4.50;4.50;"04/10/2023 16:30";CET;1;4.50;4.50;12/12/2023
BELIEVE;FR0014003FE9;BLV;"Euronext Paris";EUR;10.66;10.72;10.44;10.64;"12/12/2023 17:35";CET;27098;286559.98;10.64;12/12/2023
BENETEAU;FR0000035164;BEN;"Euronext Paris";EUR;11.02;11.10;10.70;10.70;"12/12/2023 17:35";CET;130514;1416084.14;10.70;12/12/2023
"BERNARD LOISEAU";FR0000066961;ALDBL;"Euronext Growth Paris";EUR;3.36;3.36;3.36;3.36;"12/12/2023 16:30";CET;6;20.16;3.36;12/12/2023
BIC;FR0000120966;BB;"Euronext Paris";EUR;61.90;62.45;61.30;61.45;"12/12/2023 17:35";CET;22613;1397688.55;61.45;12/12/2023
"BIGBEN INTERACTIVE";FR0000074072;BIG;"Euronext Paris";EUR;3.315;3.34;3.27;3.30;"12/12/2023 17:35";CET;10683;35288.69;3.30;12/12/2023
BILENDI;FR0004174233;ALBLD;"Euronext Growth Paris";EUR;13.00;13.04;13.00;13.04;"12/12/2023 17:26";CET;951;12368.92;13.04;12/12/2023
"BIO-UV GROUP";FR0013345493;ALTUV;"Euronext Growth Paris";EUR;2.55;2.56;2.51;2.54;"12/12/2023 17:28";CET;14674;37312.35;2.54;12/12/2023
BIOMERIEUX;FR0013280286;BIM;"Euronext Paris";EUR;98.00;98.52;97.46;97.82;"12/12/2023 17:35";CET;64692;6329508.32;97.82;12/12/2023
BIOPHYTIS;FR0012816825;ALBPS;"Euronext Growth Paris";EUR;0.0054;0.0056;0.0053;0.0054;"12/12/2023 17:37";CET;3711926;20168.58;0.0054;12/12/2023
"BIOPHYTIS BSA";FR0013507290;BPSBS;"Euronext Growth Paris";EUR;0.011;0.011;0.011;0.011;"07/12/2023 15:59";CET;300;3.30;0.011;12/12/2023
"BIOPHYTIS BSA";FR001400LN79;BPBS;"Euronext Growth Paris";EUR;0.0006;0.0006;0.0005;0.0005;"12/12/2023 17:25";CET;49638;29.67;0.0005;12/12/2023
BIOSENIC;BE0974280126;BIOS;"Euronext Brussels, Paris";EUR;0.058;0.058;0.05;0.051;"12/12/2023 17:05";CET;803737;42336.60;0.051;12/12/2023
BIOSYNEX;FR0011005933;ALBIO;"Euronext Growth Paris";EUR;8.30;8.30;8.18;8.18;"12/12/2023 17:35";CET;2353;19353.48;8.18;12/12/2023
BLEECKER;FR0000062150;BLEE;"Euronext Paris";EUR;163.00;163.00;161.00;161.00;"11/12/2023 16:30";CET;19;3095.00;161.00;12/12/2023
"BLUE SHARK POWER";FR0013340973;MLBSP;"Euronext Access Paris";EUR;5.60;5.60;5.60;5.60;"12/12/2023 16:30";CET;67;375.20;5.60;12/12/2023
BLUELINEA;FR0011041011;ALBLU;"Euronext Growth Paris";EUR;1.24;1.25;1.24;1.25;"12/12/2023 09:13";CET;201;251.24;1.25;12/12/2023
"BNP PARIBAS ACT.A";FR0000131104;BNP;"Euronext Paris";EUR;61.37;61.39;60.75;60.82;"12/12/2023 17:37";CET;1848851;112599035.38;60.82;12/12/2023
"BOA CONCEPT";FR0011365907;ALBOA;"Euronext Growth Paris";EUR;24.10;24.10;22.80;23.20;"12/12/2023 17:38";CET;1880;43551.40;23.20;12/12/2023
"BODY ONE";FR0010106039;MLONE;"Euronext Access Paris";EUR;0.39;0.39;0.39;0.39;"11/12/2023 16:30";CET;162;63.18;0.39;12/12/2023
BOIRON;FR0000061129;BOI;"Euronext Paris";EUR;39.66;39.78;39.66;39.68;"12/12/2023 17:35";CET;901;35759.06;39.68;12/12/2023
BOLLORE;FR0000039299;BOL;"Euronext Paris";EUR;5.39;5.41;5.33;5.355;"12/12/2023 17:35";CET;1140201;6107783.14;5.355;12/12/2023
BONDUELLE;FR0000063935;BON;"Euronext Paris";EUR;10.40;10.48;10.32;10.32;"12/12/2023 17:35";CET;16622;172423.44;10.32;12/12/2023
BONYF;BE6333353298;MLBON;"Euronext Access Paris";EUR;12.00;12.00;12.00;12.00;"08/04/2022 16:30";CET;100;1200.00;12.00;12/12/2023
BOOSTHEAT;FR001400IAM7;ALBOO;"Euronext Growth Paris";EUR;0.0017;0.0017;0.0015;0.0017;"12/12/2023 16:38";CET;1641571;2618.98;0.0017;12/12/2023
"BOURRELIER GROUP";FR0000054421;ALBOU;"Euronext Growth Paris";EUR;47.80;47.80;47.80;47.80;"11/12/2023 11:30";CET;1;47.80;47.80;12/12/2023
"BOURSE DIRECT";FR0000074254;BSD;"Euronext Paris";EUR;5.60;5.60;5.04;5.12;"12/12/2023 17:10";CET;35090;182371.54;5.12;12/12/2023
BOUYGUES;FR0000120503;EN;"Euronext Paris";EUR;36.23;36.35;35.97;35.97;"12/12/2023 17:35";CET;591720;21328667.91;35.97;12/12/2023
BROADPEAK;FR001400AJZ7;ALBPK;"Euronext Growth Paris";EUR;2.99;2.99;2.90;2.97;"12/12/2023 16:55";CET;2012;5897.48;2.97;12/12/2023
"BUREAU VERITAS";FR0006174348;BVI;"Euronext Paris";EUR;21.49;21.72;21.35;21.72;"12/12/2023 17:35";CET;1032459;22361703.52;21.72;12/12/2023
BURELLE;FR0000061137;BUR;"Euronext Paris";EUR;402.00;408.00;401.00;401.00;"12/12/2023 17:26";CET;163;65592.00;401.00;12/12/2023
"CA TOULOUSE 31 CCI";FR0000045544;CAT31;"Euronext Paris";EUR;66.52;67.00;66.52;67.00;"12/12/2023 11:26";CET;638;42712.40;67.00;12/12/2023
CABASSE;FR001400DIY6;ALCAB;"Euronext Growth Paris";EUR;2.68;2.68;2.49;2.50;"12/12/2023 14:54";CET;1936;5077.65;2.50;12/12/2023
CAFOM;FR0010151589;CAFO;"Euronext Paris";EUR;9.00;9.10;9.00;9.10;"12/12/2023 15:16";CET;378;3412.64;9.10;12/12/2023
CAIRE;FR0010781377;MLAAE;"Euronext Access Paris";EUR;0.80;0.80;0.80;0.80;"04/09/2023 16:30";CET;64;51.20;0.80;12/12/2023
"CAMBODGE NOM.";FR0000079659;CBDG;"Euronext Paris";EUR;6400.00;6450.00;6400.00;6450.00;"11/12/2023 16:30";CET;3;19300.00;6450.00;12/12/2023
CAPELLI;FR0012969095;ALCAP;"Euronext Growth Paris";EUR;4.11;4.11;3.98;3.98;"12/12/2023 17:35";CET;2231;8936.29;3.98;12/12/2023
CAPGEMINI;FR0000125338;CAP;"Euronext Paris";EUR;193.05;195.20;192.65;193.05;"12/12/2023 17:35";CET;329546;63747315.95;193.05;12/12/2023
CARBIOS;FR0011648716;ALCRB;"Euronext Growth Paris";EUR;24.55;24.75;23.95;24.10;"12/12/2023 17:35";CET;19138;463732.05;24.10;12/12/2023
CARMAT;FR0010907956;ALCAR;"Euronext Growth Paris";EUR;7.18;7.40;6.50;6.80;"12/12/2023 17:36";CET;366065;2543848.54;6.80;12/12/2023
CARMILA;FR0010828137;CARM;"Euronext Paris";EUR;14.52;14.60;14.22;14.30;"12/12/2023 17:35";CET;38213;548620.18;14.30;12/12/2023
"CARPINIENNE PART.";FR0000064156;CARP;"Euronext Paris";EUR;6.30;6.30;6.30;6.30;"21/08/2023 11:30";CET;110;693.00;6.30;12/12/2023
CARREFOUR;FR0000120172;CA;"Euronext Paris";EUR;17.335;17.36;17.035;17.035;"12/12/2023 17:35";CET;1242101;21243305.18;17.035;12/12/2023
"CASINO GUICHARD";FR0000125585;CO;"Euronext Paris";EUR;0.7075;0.715;0.669;0.669;"12/12/2023 17:35";CET;698400;480112.94;0.669;12/12/2023
"CATANA GROUP";FR0010193052;CATG;"Euronext Paris";EUR;5.90;6.03;5.82;5.87;"12/12/2023 17:35";CET;66476;393715.43;5.87;12/12/2023
"CATERING INTL SCES";FR0000064446;ALCIS;"Euronext Growth Paris";EUR;8.76;8.78;8.52;8.76;"12/12/2023 17:35";CET;787;6824.58;8.76;12/12/2023
"CATERPILLAR INC";US1491231015;CATR;"Euronext Paris";EUR;244.00;244.00;244.00;244.00;"12/12/2023 13:01";CET;17;4148.00;244.00;12/12/2023
CBI;FR0014007LW0;ALCBI;"Euronext Growth Paris";EUR;0.4745;0.4745;0.4525;0.46;"12/12/2023 15:52";CET;11231;5111.41;0.46;12/12/2023
"CBI BSA";FR001400D0X2;CBIBS;"Euronext Growth Paris";EUR;0.002;0.002;0.002;0.002;"11/12/2023 09:00";CET;4;-;0.002;12/12/2023
"CBO TERRITORIA";FR0010193979;CBOT;"Euronext Paris";EUR;3.70;3.70;3.66;3.69;"12/12/2023 16:37";CET;18295;67216.47;3.69;12/12/2023
CEGEDIM;FR0000053506;CGM;"Euronext Paris";EUR;18.10;18.40;17.66;17.82;"12/12/2023 17:35";CET;7275;131298.30;17.82;12/12/2023
CELLECTIS;FR0010425595;ALCLS;"Euronext Growth Paris";EUR;2.726;2.76;2.602;2.618;"12/12/2023 17:35";CET;144108;385528.61;2.618;12/12/2023
